"","outputs"
"2209",0
"2210",207.42
"2211",0
"2212",0
"2213",0
"2214",0
"2215",1137.08
"2216",0
"2217",0
"2218",0
"2219",0
"2220",0
"2221",0
"2222",106.18
"2223",17.58
"2224",0
"2225",466.88
"2226",0
"2227",0
"2228",45.47
"2229",0
"2230",54.73
"2231",48.35
"2232",0
"2233",0
"2234",64.11
"2235",191.97
"2236",77.88
"2237",0
"2238",177.74
"2239",0
"2240",35.53
"2241",684.6
"2242",143.1
"2243",0
"2244",0
"2245",0
"2246",0
"2247",0
"2248",0
"2249",16.37
"2250",550.42
"2251",76.96
"2252",0
"2253",0
"2254",0
"2255",137.43
"2256",0
"2257",0
"2258",0
"2259",139.1
"2260",10.25
"2261",0
"2262",0
"2263",67.52
"2264",8.97
"2265",0
"2266",0
"2267",0
"2268",0
"2269",43.82
"2270",18.01
"2271",0
"2272",236.39
"2273",0
"2274",0
"2275",0
"2276",48.27
"2277",0
"2278",185.18
"2279",21.95
"2280",0
"2281",371.68
"2282",0
"2283",0
"2284",274.38
"2285",0
"2286",269.26
"2287",0
"2288",100.53
"2289",0
"2290",0
"2291",100.39
"2292",0
"2293",0
"2294",0
"2295",0
"2296",0
"2297",0
"2298",0
"2299",0
"2300",223.05
"2301",98.33
"2302",457.26
"2303",584.66
"2304",0
"2305",0
"2306",0
"2307",0
"2308",88.92
"2309",835.36
"2310",0
"2311",0
"2312",0
"2313",0
"2314",0
"2315",226.94
"2316",0
"2317",0
"2318",0
"2319",0
"2320",0
"2321",0
"2322",283.51
"2323",355.37
"2324",0
"2325",51.84
"2326",640.62
"2327",0
"2328",0
"2329",0
"2330",110.33
"2331",0
"2332",0
"2333",610.15
"2334",0
"2335",0
"2336",72.78
"2337",0
"2338",0
"2339",0
"2340",0
"2341",32.62
"2342",0
"2343",52.47
"2344",0
"2345",0
"2346",0
"2347",0
"2348",165.18
"2349",0
"2350",172
"2351",136.22
"2352",0
"2353",0
"2354",0
"2355",0
"2356",0
"2357",0
"2358",0
"2359",0
"2360",160.18
"2361",0
"2362",0
"2363",0
"2364",156.12
"2365",63.69
"2366",0
"2367",1246.85
"2368",0
"2369",327.3
"2370",0
"2371",187.69
"2372",0
"2373",0
"2374",0
"2375",41.11
"2376",0
"2377",0
"2378",137.55
"2379",0
"2380",0
"2381",0
"2382",364.75
"2383",0
"2384",0
"2385",0
"2386",0
"2387",131.91
"2388",0
"2389",0
"2390",150.69
"2391",0
"2392",0
"2393",0
"2394",0
"2395",0
"2396",0
"2397",0
"2398",0
"2399",0
"2400",0
"2401",0
"2402",0
"2403",0
"2404",0
"2405",0
"2406",0
"2407",0
"2408",0
"2409",0
"2410",45.95
"2411",205.97
"2412",0
"2413",0
"2414",0
"2415",0
"2416",62.68
"2417",675.65
"2418",63.8
"2419",57.45
"2420",19.41
"2421",0
"2422",262.21
"2423",0
"2424",0
"2425",128.41
"2426",0
"2427",0
"2428",18.96
"2429",240.86
"2430",318
"2431",166.14
"2432",0
"2433",0
"2434",0
"2435",53.52
"2436",28.86
"2437",0
"2438",56.13
"2439",0
"2440",0
"2441",171.27
"2442",23.29
"2443",87.61
"2444",0
"2445",55.7
"2446",0
"2447",0
"2448",0
"2449",0
"2450",0
"2451",0
"2452",0
"2453",0
"2454",24.05
"2455",0
"2456",99.41
"2457",0
"2458",29.76
"2459",0
"2460",0
"2461",348.22
"2462",0
"2463",0
"2464",0
"2465",37.02
"2466",0
"2467",0
"2468",0
"2469",0
"2470",0
"2471",0
"2472",0
"2473",0
"2474",0
"2475",220.71
"2476",1387.34
"2477",0
"2478",0
"2479",714.2
"2480",0
"2481",0
"2482",276.81
"2483",0
"2484",0
"2485",0
"2486",311.36
"2487",0
"2488",174.36
"2489",17.44
"2490",0
"2491",0
"2492",0
"2493",0
"2494",0
"2495",0
"2496",0
"2497",221.89
"2498",162.95
"2499",0
"2500",150.81
"2501",0
"2502",36.73
"2503",269.24
"2504",0
"2505",91.07
"2506",0
"2507",0
"2508",0
"2509",98.27
"2510",0
"2511",0
"2512",0
"2513",0
"2514",0
"2515",0
"2516",0
"2517",125.36
"2518",0
"2519",68.64
"2520",0
"2521",110.49
"2522",169.48
"2523",0
"2524",0
"2525",0
"2526",0
"2527",0
"2528",0
"2529",0
"2530",80.27
"2531",0
"2532",246.15
"2533",10.21
"2534",8.67
"2535",118.18
"2536",188.01
"2537",0
"2538",0
"2539",0
"2540",0
"2541",0
"2542",63.14
"2543",0
"2544",101.58
"2545",0
"2546",0
"2547",90.21
"2548",0
"2549",0
"2550",34.66
"2551",0
"2552",0
"2553",64.97
"2554",0
"2555",0
"2556",0
"2557",119.07
"2558",219.66
"2559",0
"2560",0
"2561",0
"2562",0
"2563",0
"2564",0
"2565",0
"2566",0
"2567",0
"2568",10.98
"2569",0
"2570",0
"2571",0
"2572",0
"2573",0
"2574",0
"2575",0
"2576",261.21
"2577",0
"2578",330.12
"2579",51.99
"2580",31.36
"2581",58
"2582",0
"2583",376.54
"2584",114.47
"2585",0
"2586",275.25
"2587",0
"2588",101.06
"2589",258
"2590",735.99
"2591",0
"2592",0
"2593",69.26
"2594",0
"2595",888.78
"2596",5.39
"2597",0
"2598",0
"2599",0
"2600",0
"2601",0
"2602",115.5
"2603",0
"2604",66.5
"2605",0
"2606",17.71
"2607",55.86
"2608",24.57
"2609",106.02
"2610",8.08
"2611",114.41
"2612",0
"2613",0
"2614",0
"2615",0
"2616",0
"2617",135.12
"2618",4.69
"2619",0
"2620",0
"2621",765.89
"2622",0
"2623",0
"2624",0
"2625",282.62
"2626",0
"2627",0
"2628",0
"2629",0
"2630",0
"2631",85.2
"2632",90.03
"2633",278.09
"2634",86.16
"2635",33.49
"2636",0
"2637",125.32
"2638",79.43
"2639",106.3
"2640",0
"2641",0
"2642",9.17
"2643",0
"2644",194.29
"2645",36.54
"2646",36.71
"2647",68.82
"2648",0
"2649",0
"2650",30.59
"2651",0
"2652",0
"2653",0
"2654",0
"2655",0
"2656",362.8
"2657",0
"2658",0
"2659",0
"2660",0
"2661",0
"2662",0
"2663",0
"2664",0
"2665",0
"2666",39.28
"2667",0
"2668",0
"2669",0
"2670",0
"2671",0
"2672",75.59
"2673",77.42
"2674",0
"2675",58.83
"2676",0
"2677",0
"2678",0
"2679",0
"2680",0
"2681",117.43
"2682",0
"2683",0
"2684",0
"2685",38.59
"2686",1081.19
"2687",1.65
"2688",0
"2689",0
"2690",0
"2691",8.29
"2692",52.72
"2693",134.22
"2694",0
"2695",0
"2696",0
"2697",23.31
"2698",93.25
"2699",26.13
"2700",0
"2701",0
"2702",0
"2703",709.23
"2704",0
"2705",0
"2706",0
"2707",10.68
"2708",513.58
"2709",0
"2710",0
"2711",0
"2712",0
"2713",0
"2714",0
"2715",0
"2716",0
"2717",11.9
"2718",120.66
"2719",342.08
"2720",149.68
"2721",256.42
"2722",291.35
"2723",0
"2724",0
"2725",402.43
"2726",176.75
"2727",255.84
"2728",0
"2729",114.29
"2730",24.9
"2731",0
"2732",0
"2733",67.52
"2734",661.23
"2735",243.76
"2736",136.8
"2737",240.62
"2738",0
"2739",151.04
"2740",0
"2741",0
"2742",15.41
"2743",0
"2744",0
"2745",0
"2746",0
"2747",0
"2748",48.65
"2749",0
"2750",148.16
"2751",336.89
"2752",0
"2753",139.27
"2754",0
"2755",42.36
"2756",0
"2757",0
"2758",2205.41
"2759",0
"2760",0
"2761",0
"2762",1007.92
"2763",0
"2764",0
"2765",89.26
"2766",0
"2767",122.36
"2768",0
"2769",55.8
"2770",107.51
"2771",0
"2772",383.08
"2773",320.43
"2774",17.64
"2775",0
"2776",160.45
"2777",0
"2778",25.57
"2779",562.51
"2780",0
"2781",0
"2782",0
"2783",278.33
"2784",0
"2785",27.32
"2786",0
"2787",238.46
"2788",0
"2789",308.75
"2790",1034.4
"2791",0
"2792",0
"2793",182.31
"2794",0
"2795",18.71
"2796",118.11
"2797",0
"2798",1309.04
"2799",0
"2800",0
"2801",3.58
"2802",0
"2803",0
"2804",0
"2805",0
"2806",427.51
"2807",0
"2808",16.18
"2809",18.79
"2810",0
"2811",80.95
"2812",0
"2813",453.37
"2814",42.01
"2815",116.05
"2816",184.87
"2817",310.99
"2818",0
"2819",802.85
"2820",119.03
"2821",0
"2822",0
"2823",0
"2824",0
"2825",0
"2826",0
"2827",0
"2828",117.47
"2829",0
"2830",0
"2831",20.64
"2832",0
"2833",368.88
"2834",0
"2835",0
"2836",0
"2837",0
"2838",152.64
"2839",0
"2840",360.63
"2841",0
"2842",125.57
"2843",0
"2844",0
"2845",0
"2846",175.13
"2847",358.25
"2848",0
"2849",112.15
"2850",677.29
"2851",318.71
"2852",28.85
"2853",0
"2854",0
"2855",330.21
"2856",54.88
"2857",0
"2858",79.26
"2859",30.2
"2860",0
"2861",0
"2862",0
"2863",11.58
"2864",64.98
"2865",290.63
"2866",0
"2867",0
"2868",0
"2869",149.09
"2870",0
"2871",56.18
"2872",0
"2873",0
"2874",44.63
"2875",0
"2876",0
"2877",0
"2878",252.27
"2879",0
"2880",0
"2881",0
"2882",0
"2883",0
"2884",32.05
"2885",0
"2886",0
"2887",0
"2888",11.08
"2889",0
"2890",28.58
"2891",0
"2892",0
"2893",0
"2894",0
"2895",0
"2896",0
"2897",0
"2898",82.54
"2899",1409.45
"2900",5.2
"2901",0
"2902",0
"2903",76.15
"2904",0
"2905",0
"2906",0
"2907",0
"2908",0
"2909",0
"2910",309.46
"2911",111.64
"2912",0
"2913",0
"2914",0
"2915",0
"2916",198.85
"2917",551.48
"2918",0
"2919",0
"2920",0
"2921",145.34
"2922",69.05
"2923",0
"2924",0
"2925",0
"2926",70.03
"2927",68.99
"2928",31.17
"2929",0
"2930",277.9
"2931",14.42
"2932",0
"2933",168.21
"2934",0
"2935",0
"2936",0
"2937",72.32
"2938",13.04
"2939",0
"2940",53.29
"2941",84.54
"2942",2.98
"2943",0
"2944",0
"2945",0
"2946",7.41
"2947",106.16
"2948",60.98
"2949",83.83
"2950",37.33
"2951",465.19
"2952",0
"2953",11.52
"2954",0
"2955",0
"2956",0
"2957",0
"2958",0
"2959",0
"2960",90.2
"2961",0
"2962",97.26
"2963",346.07
"2964",0
"2965",0
"2966",92.3
"2967",0
"2968",578.53
"2969",32.54
"2970",0
"2971",0
"2972",221.09
"2973",0
"2974",0
"2975",0
"2976",0
"2977",0
"2978",0
"2979",702.54
"2980",0
"2981",0
"2982",0
"2983",114.39
"2984",0
"2985",70.07
"2986",0
"2987",0
"2988",243.66
"2989",13.57
"2990",0
"2991",0
"2992",87.07
"2993",0
"2994",0
"2995",0
"2996",268.61
"2997",2.69
"2998",0
"2999",0
"3000",0
"3001",30.67
"3002",151.94
"3003",0
"3004",384.27
"3005",0
"3006",0
"3007",259.99
"3008",27.24
"3009",669.95
"3010",0
"3011",76.29
"3012",0
"3013",0
"3014",152.13
"3015",0
"3016",268.51
"3017",0
"3018",0
"3019",0
"3020",0
"3021",320.96
"3022",0
"3023",50.31
"3024",0
"3025",0
"3026",0
"3027",14.19
"3028",0
"3029",0
"3030",0
"3031",210.93
"3032",0
"3033",0
"3034",56.62
"3035",0
"3036",764.73
"3037",0
"3038",17.76
"3039",0
"3040",0
"3041",68.97
"3042",27.14
"3043",77.89
"3044",0
"3045",0
"3046",251.11
"3047",45.74
"3048",549.24
"3049",0
"3050",764.42
"3051",13.49
"3052",0
"3053",105.98
"3054",0
"3055",117.87
"3056",0
"3057",0
"3058",0
"3059",9.11
"3060",0
"3061",0
"3062",0
"3063",160.75
"3064",45.28
"3065",0
"3066",0
"3067",8.59
"3068",0
"3069",94.84
"3070",69.3
"3071",0
"3072",88.59
"3073",0
"3074",0
"3075",0
"3076",0
"3077",0
"3078",0
"3079",0
"3080",0
"3081",0
"3082",55.45
"3083",79.6
"3084",0
"3085",0
"3086",0
"3087",0
"3088",0
"3089",197.58
"3090",91.14
"3091",0
"3092",0
"3093",0
"3094",24.5
"3095",9.67
"3096",0
"3097",0
"3098",0
"3099",0
"3100",14.44
"3101",0
"3102",0
"3103",135.35
"3104",0
"3105",0
"3106",60.66
"3107",583.46
"3108",11.4
"3109",0
"3110",0
"3111",14.98
"3112",405.76
"3113",0
"3114",205.55
"3115",0
"3116",0
"3117",0
"3118",0
"3119",0
"3120",351.73
"3121",0
"3122",40.33
"3123",0
"3124",0
"3125",0
"3126",0
"3127",0
"3128",0
"3129",72.99
"3130",0
"3131",0
"3132",31.24
"3133",0
"3134",0
"3135",0
"3136",247.26
"3137",55.58
"3138",0
"3139",0
"3140",0
"3141",32.69
"3142",0
"3143",0
"3144",279.88
"3145",0
"3146",0
"3147",0
"3148",39.07
"3149",0
"3150",167.15
"3151",0
"3152",0
"3153",0
"3154",0
"3155",0
"3156",44.99
"3157",0
"3158",0
"3159",0
"3160",0
"3161",15.05
"3162",0
"3163",0
"3164",20.87
"3165",0
"3166",0
"3167",0
"3168",0
"3169",0
"3170",0
"3171",207.14
"3172",0
"3173",0
"3174",0
"3175",19.57
"3176",0
"3177",0
"3178",0
"3179",0
"3180",0
"3181",0
"3182",0
"3183",0
"3184",81.68
"3185",0
"3186",84.3
"3187",0
"3188",0
"3189",0
"3190",188.61
"3191",12.48
"3192",113.61
"3193",91.55
"3194",0
"3195",35.65
"3196",0
"3197",44.92
"3198",106.65
"3199",89.51
"3200",39.85
"3201",152.42
"3202",2.49
"3203",0
"3204",0
"3205",0
"3206",0
"3207",0
"3208",70.92
"3209",80.5
"3210",0
"3211",14.72
"3212",0
"3213",0
"3214",43.88
"3215",0
"3216",0
"3217",0
"3218",0
"3219",70.37
"3220",0
"3221",0
"3222",91.49
"3223",0
"3224",0
"3225",0
"3226",9.78
"3227",0
"3228",0
"3229",123.82
"3230",220.9
"3231",120.08
"3232",11.47
"3233",0
"3234",0
"3235",27.15
"3236",0
"3237",0
"3238",1.79
"3239",65.55
"3240",253.55
"3241",0
"3242",0
"3243",27.36
"3244",0
"3245",0
"3246",0
"3247",0
"3248",79.38
"3249",0
"3250",0
"3251",17.05
"3252",0
"3253",0
"3254",0
"3255",352.42
"3256",87.01
"3257",24.85
"3258",0
"3259",0
"3260",0
"3261",710.57
"3262",0
"3263",0
"3264",0
"3265",0
"3266",40.1
"3267",0
"3268",202.79
"3269",656.61
"3270",30.67
"3271",268.65
"3272",0
"3273",39.29
"3274",328.37
"3275",69.93
"3276",216.79
"3277",0
"3278",178.8
"3279",0
"3280",302.32
"3281",0
"3282",0
"3283",189.32
"3284",0
"3285",0
"3286",0
"3287",31.27
"3288",102.99
"3289",0
"3290",0
"3291",51.19
"3292",549.6
"3293",0
"3294",298.86
"3295",0
"3296",727.12
"3297",0
"3298",314.46
"3299",0
"3300",0
"3301",408.7
"3302",0
"3303",0
"3304",0
"3305",0
"3306",0
"3307",0
"3308",481.07
"3309",0
"3310",0
"3311",0
"3312",0
"3313",0
"3314",4.08
"3315",0
"3316",0
"3317",92.68
"3318",0
"3319",210.76
"3320",0
"3321",176.15
"3322",31.68
"3323",9.33
"3324",0
"3325",0
"3326",0
"3327",0
"3328",0
"3329",0
"3330",0
"3331",0
"3332",0
"3333",0
"3334",0
"3335",149.25
"3336",0
"3337",130.03
"3338",90.76
"3339",85.09
"3340",21.18
"3341",0
"3342",134.53
"3343",0
"3344",0
"3345",0
"3346",0
"3347",70.99
"3348",197.39
"3349",0
"3350",1184.8
"3351",0
"3352",10.76
"3353",0
"3354",0
"3355",0
"3356",318.35
"3357",0
"3358",0
"3359",235.47
"3360",0
"3361",436.68
"3362",0
"3363",171.83
"3364",179.97
"3365",61.1
"3366",0
"3367",0
"3368",73.52
"3369",75.25
"3370",0
"3371",0
"3372",0
"3373",0
"3374",95.26
"3375",0
"3376",0
"3377",0
"3378",0
"3379",646.27
"3380",114.24
"3381",0
"3382",38.71
"3383",0
"3384",0
"3385",0
"3386",51.15
"3387",0
"3388",0
"3389",84.19
"3390",416.1
"3391",0
"3392",22.9
"3393",451.23
"3394",21.07
"3395",0
"3396",0
"3397",16.24
"3398",0
"3399",0
"3400",116.06
"3401",167.35
"3402",0
"3403",0
"3404",0
"3405",0
"3406",0
"3407",222.74
"3408",0
"3409",0
"3410",0
"3411",0
"3412",0
"3413",179.95
"3414",0
"3415",419.02
"3416",76.91
"3417",98.51
"3418",260.84
"3419",0
"3420",0
"3421",51.81
"3422",451.6
"3423",0
"3424",179.87
"3425",0
"3426",0
"3427",57.04
"3428",0
"3429",13.81
"3430",347.65
"3431",129.99
"3432",0
"3433",0
"3434",29.54
"3435",18.55
"3436",0
"3437",0
"3438",0
"3439",21.27
"3440",0
"3441",0
"3442",0
"3443",17.65
"3444",167.95
"3445",0
"3446",0
"3447",291.48
"3448",629.83
"3449",0
"3450",189.65
"3451",0
"3452",0
"3453",15.05
"3454",988.79
"3455",139.73
"3456",0
"3457",0
"3458",0
"3459",0
"3460",0
"3461",0
"3462",0
"3463",0
"3464",0
"3465",0
"3466",0
"3467",0
"3468",20.29
"3469",0
"3470",40.97
"3471",0
"3472",51.83
"3473",0
"3474",62.03
"3475",65.9
"3476",0
"3477",0
"3478",0
"3479",46.34
"3480",0
"3481",0
"3482",15.62
"3483",0
"3484",81.06
"3485",0
"3486",85.31
"3487",0
"3488",0
"3489",0
"3490",0
"3491",0
"3492",0
"3493",771.58
"3494",62.79
"3495",0
"3496",0
"3497",0
"3498",0
"3499",343.88
"3500",0
"3501",0
"3502",0
"3503",25.65
"3504",0
"3505",38.51
"3506",0
"3507",0
"3508",0
"3509",0
"3510",347.67
"3511",155.84
"3512",0
"3513",0
"3514",0
"3515",69.13
"3516",144.93
"3517",0
"3518",0
"3519",0
"3520",0
"3521",0
"3522",170.72
"3523",0
"3524",0
"3525",0
"3526",0
"3527",112.13
"3528",10
"3529",107.17
"3530",0
"3531",31.29
"3532",712.18
"3533",0
"3534",18.17
"3535",0
"3536",0
"3537",0
"3538",180.75
"3539",158.96
"3540",0
"3541",0
"3542",0
"3543",147.04
"3544",108.07
"3545",0
"3546",0
"3547",0
"3548",0
"3549",0
"3550",0
"3551",0
"3552",77.98
"3553",555.99
"3554",0
"3555",143.92
"3556",0
"3557",0
"3558",0
"3559",0
"3560",0
"3561",184.4
"3562",0
"3563",0
"3564",0
"3565",58.19
"3566",0
"3567",0
"3568",97.02
"3569",234.05
"3570",39.72
"3571",36.44
"3572",320.95
"3573",49.57
"3574",0
"3575",34.48
"3576",0
"3577",219.44
"3578",0
"3579",113.95
"3580",0
"3581",0
"3582",0
"3583",0
"3584",26.39
"3585",697.55
"3586",0
"3587",0
"3588",481.05
"3589",0
"3590",87.64
"3591",22.51
"3592",0
"3593",0
"3594",0
"3595",0
"3596",0
"3597",279.32
"3598",0
"3599",59.5
"3600",0
"3601",0
"3602",287.15
"3603",12.57
"3604",0
"3605",0
"3606",0
"3607",51.2
"3608",0
"3609",0
"3610",11.37
"3611",0
"3612",0
"3613",0
"3614",0
"3615",0
"3616",4.57
"3617",0
"3618",223.43
"3619",0
"3620",0
"3621",0
"3622",0
"3623",963.31
"3624",0
"3625",0
"3626",0
"3627",0
"3628",0
"3629",0
"3630",0
"3631",0
"3632",0
"3633",0
"3634",0
"3635",0
"3636",0
"3637",12.57
"3638",0
"3639",310.14
"3640",0
"3641",226.7
"3642",0
"3643",0
"3644",140.69
"3645",144.81
"3646",0
"3647",0
"3648",161.1
"3649",0
"3650",0
"3651",0
"3652",0
"3653",0
"3654",143.41
"3655",0
"3656",0
"3657",0
"3658",773.77
"3659",0
"3660",0
"3661",0
"3662",77.74
"3663",0
"3664",0
"3665",0
"3666",0
"3667",198.58
"3668",0
"3669",0
"3670",0
"3671",0
"3672",0
"3673",0
"3674",0
"3675",335.96
"3676",7.59
"3677",0
"3678",128.51
"3679",482.6
"3680",0
"3681",0
"3682",0
"3683",100.91
"3684",0
"3685",0
"3686",491.82
"3687",262.6
"3688",0
"3689",0
"3690",32.92
"3691",33.55
"3692",0
"3693",0
"3694",0
"3695",377.64
"3696",63.78
"3697",70.12
"3698",0
"3699",42.94
"3700",45.24
"3701",0
"3702",4.4
"3703",0
"3704",0
"3705",0
"3706",0
"3707",0
"3708",0
"3709",0
"3710",18.06
"3711",0
"3712",0
"3713",0
"3714",42.05
"3715",49.14
"3716",0
"3717",17.72
"3718",171.12
"3719",366.54
"3720",140.55
"3721",0
"3722",0
"3723",337.86
"3724",101.01
"3725",0
"3726",0
"3727",0
"3728",0
"3729",15.96
"3730",190.11
"3731",0
"3732",0
"3733",123.32
"3734",64.79
"3735",3.29
"3736",258.86
"3737",288.17
"3738",0
"3739",0
"3740",0
"3741",0
"3742",0
"3743",328.3
"3744",0
"3745",0
"3746",141.78
"3747",0
"3748",332.35
"3749",0
"3750",0
"3751",0
"3752",0
"3753",132.03
"3754",0
"3755",61.89
"3756",0
"3757",123.92
"3758",184.78
"3759",0
"3760",0
"3761",0
"3762",0
"3763",0
"3764",0
"3765",0
"3766",0
"3767",5.64
"3768",0
"3769",0
"3770",50.44
"3771",0
"3772",0
"3773",7.13
"3774",0
"3775",0
"3776",0
"3777",0
"3778",42.28
"3779",0
"3780",0
"3781",0
"3782",169.11
"3783",235.78
"3784",0
"3785",78.32
"3786",371.59
"3787",59.94
"3788",55.17
"3789",0
"3790",0
"3791",0
"3792",0
"3793",0
"3794",0
"3795",0
"3796",0
"3797",0
"3798",0
"3799",0
"3800",88.26
"3801",0
"3802",0
"3803",0
"3804",676.82
"3805",0
"3806",0
"3807",0
"3808",0
"3809",0
"3810",0
"3811",747.75
"3812",0
"3813",0
"3814",208.32
"3815",0
"3816",0
"3817",0
"3818",0
"3819",0
"3820",0
"3821",0
"3822",0
"3823",0
"3824",0
"3825",0
"3826",100.66
"3827",80.28
"3828",0
"3829",0
"3830",0
"3831",0
"3832",313.97
"3833",0
"3834",566.73
"3835",44.16
"3836",0
"3837",0
"3838",0
"3839",85.91
"3840",0
"3841",56.57
"3842",195.48
"3843",0
"3844",0
"3845",258.32
"3846",0
"3847",0
"3848",80.71
"3849",0
"3850",0
"3851",78.5
"3852",449.49
"3853",620.82
"3854",68.15
"3855",0
"3856",0
"3857",0
"3858",0
"3859",0
"3860",103.15
"3861",0
"3862",0
"3863",41.51
"3864",512.36
"3865",47
"3866",106.7
"3867",0
"3868",0
"3869",0
"3870",28.66
"3871",0
"3872",0
"3873",48.56
"3874",0
"3875",57.35
"3876",92.72
"3877",0
"3878",0
"3879",0
"3880",0
"3881",0
"3882",0
"3883",0
"3884",98.09
"3885",45.5
"3886",0
"3887",242.45
"3888",341.39
"3889",0
"3890",0
"3891",0
"3892",0
"3893",245.44
"3894",54.22
"3895",54.7
"3896",0
"3897",0
"3898",11.02
"3899",266.76
"3900",97.3
"3901",0
"3902",163
"3903",0
"3904",0
"3905",0
"3906",9.99
"3907",0
"3908",42.99
"3909",0
"3910",104.42
"3911",0
"3912",0
"3913",0
"3914",69.34
"3915",422.04
"3916",0
"3917",0
"3918",0
"3919",0
"3920",22.01
"3921",103.42
"3922",70.6
"3923",67.97
"3924",0
"3925",400.46
"3926",134.01
"3927",0
"3928",0
"3929",29.39
"3930",0
"3931",0
"3932",0
"3933",0
"3934",32.91
"3935",75.71
"3936",0
"3937",0
"3938",0
"3939",36.24
"3940",0
"3941",0
"3942",118.69
"3943",0
"3944",0
"3945",0
"3946",0
"3947",0
"3948",0
"3949",0.49
"3950",0
"3951",541.75
"3952",68.64
"3953",0
"3954",0
"3955",0
"3956",0
"3957",0
"3958",76.5
"3959",0
"3960",0
"3961",3010.67
"3962",0
"3963",505.68
"3964",0
"3965",0
"3966",103.71
"3967",0
"3968",0
"3969",391.89
"3970",0
"3971",363.75
"3972",1016.46
"3973",312.94
"3974",84.31
"3975",95.11
"3976",0
"3977",0
"3978",11.39
"3979",0
"3980",0
"3981",0
"3982",76.64
"3983",0
"3984",24.69
"3985",0
"3986",0
"3987",0
"3988",0
"3989",15
"3990",0
"3991",747.27
"3992",0
"3993",0
"3994",0
"3995",281.68
"3996",0
"3997",125.83
"3998",18.94
"3999",0
"4000",109.17
"4001",0
"4002",72.43
"4003",798.58
"4004",24.01
"4005",46.49
"4006",0
"4007",0
"4008",0
"4009",117.62
"4010",62.95
"4011",0
"4012",1367.09
"4013",0
"4014",0
"4015",37.44
"4016",299.63
"4017",120.83
"4018",21.74
"4019",0
"4020",400.27
"4021",247.52
"4022",0
"4023",0
"4024",0
"4025",33.92
"4026",220.2
"4027",0
"4028",0
"4029",0
"4030",0
"4031",0
"4032",0
"4033",67.23
"4034",63.93
"4035",34.29
"4036",892.11
"4037",0
"4038",0
"4039",0
"4040",0
"4041",0
"4042",0
"4043",0
"4044",0
"4045",200.36
"4046",0
"4047",0
"4048",0
"4049",0
"4050",0
"4051",89.98
"4052",10.87
"4053",54.99
"4054",5.27
"4055",0
"4056",0
"4057",0
"4058",85.11
"4059",0
"4060",0
"4061",637.65
"4062",19.42
"4063",0
"4064",0
"4065",1182.84
"4066",0
"4067",12.89
"4068",172.12
"4069",717.49
"4070",0
"4071",67.65
"4072",0
"4073",918.62
"4074",0
"4075",0
"4076",0
"4077",0
"4078",0
"4079",317.2
"4080",0
"4081",374.83
"4082",0
"4083",0
"4084",0
"4085",0
"4086",0
"4087",0
"4088",0
"4089",104.77
"4090",0
"4091",0
"4092",0
"4093",0
"4094",0
"4095",237.62
"4096",248.2
"4097",0
"4098",32.89
"4099",0
"4100",0
"4101",322.45
"4102",0
"4103",0
"4104",89.67
"4105",0
"4106",349.6
"4107",0
"4108",116.23
"4109",0
"4110",0
"4111",0
"4112",0
"4113",315.34
"4114",0
"4115",0
"4116",0
"4117",188.4
"4118",0
"4119",0
"4120",0
"4121",87.19
"4122",0
"4123",0
"4124",0
"4125",0
"4126",0
"4127",0
"4128",0
"4129",105.13
"4130",166.22
"4131",47.6
"4132",0
"4133",0
"4134",342.5
"4135",0
"4136",59.6
"4137",0
"4138",333.2
"4139",0
"4140",0
"4141",0
"4142",0
"4143",0
"4144",0
"4145",0
"4146",0
"4147",0
"4148",0
"4149",0
"4150",68.79
"4151",85.8
"4152",54.69
"4153",0
"4154",273.56
"4155",108.5
"4156",0
"4157",30.31
"4158",0
"4159",0
"4160",235.86
"4161",0
"4162",0
"4163",0
"4164",419.92
"4165",71.6
"4166",167.4
"4167",0
"4168",0
"4169",0
"4170",134.9
"4171",0
"4172",0
"4173",0
"4174",0
"4175",0
"4176",0
"4177",0
"4178",215.88
"4179",116.1
"4180",35.14
"4181",152.27
"4182",150.23
"4183",435.07
"4184",0
"4185",111.48
"4186",70.76
"4187",0
"4188",0
"4189",0
"4190",0
"4191",93.53
"4192",0
"4193",0
"4194",0
"4195",0
"4196",87.34
"4197",0
"4198",7.5
"4199",121.21
"4200",0
"4201",246.39
"4202",0
"4203",281.15
"4204",0
"4205",74.58
"4206",0
"4207",58.19
"4208",0
"4209",51.34
"4210",3780.12
"4211",0
"4212",0
"4213",0
"4214",13.12
"4215",0
"4216",106.23
"4217",45.29
"4218",126.51
"4219",606.47
"4220",0
"4221",0
"4222",116.26
"4223",0
"4224",0
"4225",115.09
"4226",0
"4227",0
"4228",0
"4229",0
"4230",0
"4231",0
"4232",134.34
"4233",0
"4234",293.93
"4235",18.07
"4236",0
"4237",293.64
"4238",84.32
"4239",0
"4240",214.65
"4241",0
"4242",0
"4243",176.88
"4244",0
"4245",91.12
"4246",46.52
"4247",0
"4248",0
"4249",223.23
"4250",18.46
"4251",125.99
"4252",0
"4253",35.33
"4254",0
"4255",367.3
"4256",155.81
"4257",0
"4258",0
"4259",0
"4260",0
"4261",0
"4262",0
"4263",0
"4264",0
"4265",0
"4266",0
"4267",36.71
"4268",107.93
"4269",0
"4270",9.52
"4271",53.27
"4272",2.92
"4273",0
"4274",0
"4275",0
"4276",0
"4277",0
"4278",0
"4279",0
